genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33117,6,1,0.14954595,0.09597604,0.08948703,0.156387061,2.93473196,1,2358.923071,1441.402026,334,1,0,336,372.5390625,31.92546875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34001,6,1,0.13290097,0.093773976,0.088905334,0.156387061,2.93473196,3,2174.246875,1231.087415,280,0,0,280,248.9915625,48.63328125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,19907,2,6,0.1050754,0.0943547,0.091194496,0.156387061,2.93473196,3,1283.34986,1538.44314,274,0,0,274,278.1625,29.21609375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,21778,6,1,0.15151595,0.09800219,0.09081559,0.156387061,2.93473196,1,1529.068134,2362.181128,300,2,0,302,434.945,31.248125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35554,6,2,0.10844774,0.08877843,0.08834895,0.156387061,2.93473196,1,3845.423242,2651.459619,171,0,0,171,402.8840625,18.64953125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33149,2,6,0.098835446,0.092341356,0.08930251,0.156387061,2.93473196,3,2399.029956,1183.011987,593,0,0,593,591.9532813,72.65640625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,11130,1,5,0.12204096,0.10078647,0.097928695,0.156387061,2.93473196,21,4745.991602,1991.077063,217,0,0,217,258.8807813,55.5421875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,25423,2,6,0.10214824,0.0901496,0.08326437,0.156387061,2.93473196,4,1387.116888,3061.245947,431,0,0,431,479.1529688,65.61203125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,25444,5,6,0.1918132,0.10591291,0.093320474,0.156387061,2.93473196,16,1427.436481,2942.267114,78,0,0,78,195.6620313,8.53453125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35052,5,1,0.17732441,0.11074134,0.098301634,0.156387061,2.93473196,20,3942.114893,3020.450928,141,0,0,141,405.864375,6.9540625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,26843,6,1,0.08995811,0.075998776,0.069781385,0.156387061,2.93473196,1,5161.984424,2446.592395,372,0,0,372,183.5601563,56.4453125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,20947,6,5,0.121483535,0.099438556,0.086097725,0.156387061,2.93473196,2,2731.119312,3361.090503,64,0,0,64,319.525625,13.41140625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,26417,5,6,0.14547376,0.09593314,0.08775098,0.156387061,2.93473196,21,3574.9427,823.2517181,113,0,0,113,498.88625,15.30796875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,14590,4,2,0.079614006,0.07910415,0.075473145,0.156387061,2.93473196,13,4862.085083,3160.727283,83,0,0,83,93.15734375,14.04359375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34066,6,4,0.14868644,0.10150209,0.088345274,0.156387061,2.93473196,8,2094.216968,1160.735596,625,0,0,626,467.4123438,112.9809375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33798,6,8,0.13683024,0.09760101,0.090587206,0.156387061,2.93473196,8,2101.701782,1577.709363,307,2,0,309,199.5454688,50.4846875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,31479,6,4,0.11248781,0.09337684,0.08381467,0.156387061,2.93473196,4,3925.854907,2004.285059,107,0,0,107,366.2623438,18.10765625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18863,6,4,0.11486334,0.108348325,0.08978992,0.156387061,2.93473196,4,2586.759387,1862.370752,621,0,0,622,627.4460938,59.3353125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,29767,6,5,0.13745901,0.09580733,0.08792491,0.156387061,2.93473196,14,5260.889893,3048.498645,240,0,0,240,382.4734375,33.8671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18870,6,4,0.10755934,0.10135879,0.099514134,0.156387061,2.93473196,6,2603.623462,1912.959033,406,0,0,407,401.529375,83.990625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33216,6,1,0.11875504,0.092082106,0.08695787,0.156387061,2.93473196,19,2248.264319,1642.774207,356,0,0,357,363.5529688,81.5521875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,36183,2,5,0.0968822,0.09050857,0.08437301,0.156387061,2.93473196,1,3779.068042,3247.825513,144,0,0,144,151.8153125,4.154375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33429,4,6,0.111164875,0.09607425,0.09530013,0.156387061,2.93473196,1,2093.71228,1529.462836,251,0,0,252,283.4909375,62.9478125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35134,6,1,0.1293708,0.099890985,0.084723316,0.156387061,2.93473196,11,3971.009497,3235.890234,399,0,0,399,560.9760938,9.97953125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33852,4,2,0.102348395,0.08748175,0.0746634,0.156387061,2.93473196,15,1885.895996,1503.299707,230,1,0,231,302.4114063,24.20375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33716,4,6,0.116152436,0.08824829,0.08621257,0.156387061,2.93473196,8,2130.089209,904.1889526,273,0,0,273,224.2910938,56.8065625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,32592,6,5,0.15012227,0.10156721,0.08563192,0.156387061,2.93473196,2,3662.405542,2018.32168,130,1,0,131,580.348125,24.565,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,26724,6,5,0.16716334,0.10699638,0.08257306,0.156387061,2.93473196,2,5154.685962,2290.964575,42,0,0,42,99.47921875,5.55421875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,25317,6,4,0.11127861,0.08813831,0.087249726,0.156387061,2.93473196,5,1361.199567,3297.143774,229,0,0,229,181.4378125,40.279375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,20438,2,6,0.09030349,0.08499091,0.07579347,0.156387061,2.93473196,24,2984.327173,2975.024487,129,0,0,129,75.18515625,6.4121875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18981,6,4,0.11200705,0.104906626,0.09728704,0.156387061,2.93473196,4,2611.242957,2140.291077,233,0,0,233,259.2420313,21.08796875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,27977,5,1,0.15176904,0.10326989,0.09180848,0.156387061,2.93473196,6,4101.598218,1488.860187,606,0,0,606,798.8592188,26.23578125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33336,5,2,0.10409779,0.09139851,0.090999566,0.156387061,2.93473196,8,2460.45968,1293.036249,160,0,0,160,385.995625,25.2875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,30833,8,6,0.11356089,0.10192139,0.092379965,0.156387061,2.93473196,17,4990.630981,2793.971582,208,0,0,208,239.1023438,49.310625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,21712,5,1,0.12995897,0.10406815,0.09353907,0.156387061,2.93473196,15,5410.866333,798.0724915,85,0,0,85,370.1457813,5.10265625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33918,6,1,0.17250903,0.10846992,0.09159719,0.156387061,2.93473196,3,1918.096387,1322.114819,664,1,0,666,755.6446875,105.0334375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,25374,6,4,0.15082985,0.10527339,0.089150764,0.156387061,2.93473196,6,1340.508936,2945.839563,853,0,0,853,1026.988594,108.375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24955,6,4,0.116118774,0.10993183,0.09436104,0.156387061,2.93473196,4,1510.859332,2896.394922,379,0,0,380,382.4734375,55.76796875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35920,6,1,0.117478594,0.087160945,0.08514985,0.156387061,2.93473196,7,3456.755347,2872.221179,251,0,0,251,402.4776563,12.824375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,1,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34179,6,1,0.14393207,0.1073404,0.07975672,0.156387061,2.93473196,9,1855.774744,1620.595557,326,0,0,326,304.9401563,28.76453125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33316,6,1,0.15042582,0.10108863,0.085817605,0.156387061,2.93473196,8,2369.793567,1239.069965,60,1,0,61,153.9828125,12.64375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,30473,6,4,0.13654199,0.10404373,0.085639216,0.156387061,2.93473196,27,5263.634961,3195.784387,418,0,0,418,505.569375,57.8,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,15774,6,2,0.10498892,0.0897011,0.088923916,0.156387061,2.93473196,13,4786.080225,2891.307166,109,0,0,109,295.1864063,14.22421875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,32238,5,6,0.184695,0.10087374,0.09542804,0.156387061,2.93473196,4,3416.465222,2108.779443,271,1,0,273,337.226875,15.21765625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35955,6,1,0.15458877,0.10849144,0.08338802,0.156387061,2.93473196,7,3624.573901,2943.075818,326,0,0,326,205.9125,29.66765625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,1,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28730,2,6,0.11258132,0.10000087,0.09931765,0.156387061,2.93473196,25,3951.974146,1541.721533,324,0,0,324,493.9190625,62.72203125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23767,6,1,0.15073046,0.10316965,0.091541894,0.156387061,2.93473196,1,5313.448779,1617.482452,347,0,1,348,612.499375,37.93125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24412,6,5,0.14474611,0.097906955,0.08761818,0.156387061,2.93473196,10,5046.844702,986.7928284,217,0,0,217,465.5609375,23.43609375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,31633,2,1,0.09943639,0.08536408,0.08381578,0.156387061,2.93473196,12,3810.247437,1772.389453,230,0,0,230,230.5226563,52.38125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,25030,6,4,0.11110805,0.09661357,0.08536506,0.156387061,2.93473196,6,1445.560095,2713.895605,602,0,0,602,618.8664063,16.93359375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34189,6,4,0.1724629,0.09886905,0.08325293,0.156387061,2.93473196,1,1775.245959,1401.091461,314,0,0,314,275.2273438,24.97140625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,32494,6,4,0.12691416,0.09926096,0.08786669,0.156387061,2.93473196,12,3444.649072,2301.971411,351,0,0,351,320.1126563,30.29984375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,30817,1,5,0.10716404,0.10427075,0.09387812,0.156387061,2.93473196,28,5413.632153,2689.558337,179,0,0,179,515.5489063,14.269375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33673,5,1,0.1744254,0.12013188,0.10147268,0.156387061,2.93473196,9,1907.530115,1165.322607,255,0,0,255,713.7396875,32.37703125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33448,4,5,0.1116236,0.081955254,0.07554282,0.156387061,2.93473196,23,1990.778235,1531.825238,98,0,0,98,149.4220313,22.80390625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,16079,8,4,0.08987009,0.08530786,0.07402788,0.156387061,2.93473196,13,4806.759546,3025.081311,262,0,0,262,237.7928125,54.2778125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,22986,6,1,0.1214447,0.09777397,0.08786755,0.156387061,2.93473196,3,1125.3724,2282.161182,295,0,0,295,314.5584375,52.6521875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,30686,5,1,0.1422385,0.099304244,0.09892081,0.156387061,2.93473196,7,5171.402075,2852.30553,480,0,0,480,759.9796875,20.72671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,1,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,31988,6,1,0.17315349,0.10296141,0.087742485,0.156387061,2.93473196,12,3690.951099,1790.455896,150,1,0,151,310.2685938,23.07484375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35282,6,4,0.11353336,0.10207797,0.09659678,0.156387061,2.93473196,7,3641.278809,2856.663647,410,0,0,410,435.125625,48.76875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,1,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28061,6,1,0.11715658,0.093543805,0.08840451,0.156387061,2.93473196,3,3984.875122,923.6868652,377,0,0,377,461.4517188,63.8509375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,21451,6,4,0.11473176,0.09959704,0.09933919,0.156387061,2.93473196,2,2578.570251,2704.184106,150,0,0,150,439.5960938,52.923125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,25286,6,4,0.11142771,0.096073925,0.08778714,0.156387061,2.93473196,6,1394.091516,3288.050476,133,0,0,133,122.3734375,15.0821875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,30186,6,4,0.118884034,0.105523214,0.096388675,0.156387061,2.93473196,17,4991.840405,3238.954883,141,0,0,141,239.7345313,22.3975,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28374,6,1,0.10750188,0.09174385,0.08890501,0.156387061,2.93473196,15,3829.4625,937.1009277,229,0,0,229,318.080625,44.253125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28856,5,1,0.10545182,0.096129656,0.08836524,0.156387061,2.93473196,6,3404.347949,1516.790448,360,0,0,360,383.2410938,7.36046875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,36041,1,2,0.09829105,0.09173865,0.091447644,0.156387061,2.93473196,7,3423.034668,2806.822437,317,0,0,317,696.0384375,20.59125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,1,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23134,1,6,0.12479054,0.08466563,0.08342487,0.156387061,2.93473196,1,1188.251025,1776.587158,192,0,0,192,175.8384375,19.73328125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35475,6,4,0.1032574,0.09409336,0.08369718,0.156387061,2.93473196,14,3817.652148,2814.430725,293,0,0,293,354.38625,70.3534375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23796,6,2,0.105443835,0.095060684,0.092740074,0.156387061,2.93473196,4,5291.223438,1672.196222,261,0,0,263,274.18875,35.26703125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28896,4,8,0.117464215,0.08845432,0.08486722,0.156387061,2.93473196,16,3427.979443,1426.734546,147,0,0,147,202.7515625,25.24234375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,13528,6,1,0.12103035,0.09438411,0.08444612,0.156387061,2.93473196,6,2854.32345,1542.645825,410,0,0,410,457.2973438,27.1840625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35901,6,4,0.099190794,0.09645035,0.09098975,0.156387061,2.93473196,24,3520.613257,2981.790869,285,0,0,285,220.3173438,20.771875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23330,6,4,0.09959556,0.08477822,0.08434357,0.156387061,2.93473196,3,938.4301941,1788.789722,143,0,0,143,205.731875,22.1265625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,31541,6,4,0.11782317,0.09001348,0.08564818,0.156387061,2.93473196,18,4031.65127,1822.87522,206,0,0,206,204.0610938,23.3909375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18120,6,4,0.12050952,0.100000665,0.08659004,0.156387061,2.93473196,12,3078.613257,2473.97688,339,0,0,339,285.4778125,40.279375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28611,6,1,0.1668847,0.10302046,0.08907806,0.156387061,2.93473196,6,3647.852612,1235.331812,498,0,0,498,607.2160938,111.1295313,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28865,1,6,0.12846477,0.106440686,0.094607614,0.156387061,2.93473196,18,3499.34707,1477.121533,630,0,0,630,506.3821875,84.57765625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,29777,5,1,0.1054902,0.09701255,0.087402865,0.156387061,2.93473196,13,5333.092163,3029.782043,188,0,0,188,540.5203125,21.9459375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18263,4,2,0.0979781,0.09172362,0.07851768,0.156387061,2.93473196,2,2918.352979,2253.765662,72,0,0,73,247.9078125,36.35078125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,27871,5,1,0.1765318,0.105215795,0.09491185,0.156387061,2.93473196,6,3860.936157,1402.229291,189,0,1,190,237.0251563,12.95984375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,25977,4,6,0.111394286,0.107876316,0.08974483,0.156387061,2.93473196,1,1137.171753,2630.947559,320,0,0,320,522.909375,76.08828125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,31509,5,1,0.11317822,0.11255378,0.09510169,0.156387061,2.93473196,5,3784.984009,2150.512659,365,0,0,365,808.83875,10.115,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34596,6,4,0.12564985,0.092715956,0.08236521,0.156387061,2.93473196,7,4038.178589,2982.819751,177,2,0,179,160.6659375,15.1725,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,1,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,25616,4,2,0.094433986,0.083648115,0.07874968,0.156387061,2.93473196,25,1536.163641,2760.532715,197,0,0,197,206.4995313,21.17828125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
