genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18193,5,1,0.13144296,0.1002613,0.09374417,0.156387061,2.93473196,2,2624.477722,2472.690881,40,0,0,40,207.5832813,6.14125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1540,6,5,0.15441427,0.10845167,0.07878164,0.156387061,2.93473196,10,4944.87832,2004.008228,209,0,0,210,321.1964063,23.16515625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12400,4,2,0.092217416,0.08788696,0.08593774,0.156387061,2.93473196,2,4290.897534,2091.599109,107,0,0,107,244.3404688,42.04046875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6890,4,6,0.105853744,0.104406714,0.099662416,0.156387061,2.93473196,22,2026.093701,3128.731506,538,0,0,540,640.135,73.10796875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6892,6,4,0.11975402,0.100886144,0.09817782,0.156387061,2.93473196,22,1942.276563,3137.625378,288,0,0,288,472.7859375,56.49046875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1566,1,6,0.099768974,0.08923651,0.088328585,0.156387061,2.93473196,4,4121.891968,1777.29563,444,1,0,445,528.9603125,35.44765625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6894,5,6,0.11303102,0.09272006,0.08542843,0.156387061,2.93473196,22,1893.689185,3146.555359,355,0,0,355,822.7017188,33.82203125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12433,6,2,0.12607673,0.08963769,0.084119566,0.156387061,2.93473196,18,4574.646875,1782.865869,215,0,0,215,326.20875,10.61171875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,29132,6,4,0.11990376,0.10558462,0.09571716,0.156387061,2.93473196,1,3767.026929,1473.637488,466,0,0,466,341.6521875,46.19484375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12435,6,2,0.106585175,0.08908403,0.087746985,0.156387061,2.93473196,10,4578.788135,1762.380164,195,0,0,195,358.4954688,14.13390625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6905,6,4,0.11651191,0.096548565,0.08508487,0.156387061,2.93473196,2,2070.993042,3157.1677,348,1,0,349,690.168125,69.0890625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6906,4,6,0.095749795,0.09527482,0.083004005,0.156387061,2.93473196,2,2081.137842,3082.038367,59,0,0,59,265.7445313,19.91390625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1603,5,1,0.17238474,0.10541688,0.09826952,0.156387061,2.93473196,4,4136.760742,1737.109888,148,0,0,148,337.4526563,18.965625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6915,6,4,0.12964085,0.11923329,0.082206585,0.156387061,2.93473196,4,1895.837219,2913.136768,771,0,0,774,722.0484375,63.62515625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18261,5,1,0.118842214,0.09566474,0.08667792,0.156387061,2.93473196,2,2844.108093,2255.477283,177,0,0,177,659.0554688,23.300625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1608,6,4,0.12760638,0.09324223,0.09205761,0.156387061,2.93473196,10,4964.980737,1781.46532,184,0,0,184,288.8645313,32.331875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1609,5,1,0.16068716,0.0991356,0.09610645,0.156387061,2.93473196,3,671.1241302,3515.214844,304,0,0,304,497.260625,17.7915625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6936,5,1,0.15957296,0.113182135,0.0981158,0.156387061,2.93473196,25,1909.63291,2968.14895,81,0,0,81,382.0670313,7.4959375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23688,4,8,0.080280654,0.079547726,0.06876685,0.156387061,2.93473196,5,2783.681104,3467.200842,192,0,0,192,253.1910938,29.03546875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,29166,6,2,0.10121263,0.097382836,0.090274125,0.156387061,2.93473196,3,3341.869836,940.0411682,477,0,0,477,470.0314063,36.71203125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1625,6,4,0.10898209,0.10448375,0.0926955,0.156387061,2.93473196,16,824.9324707,3417.845642,505,0,0,506,523.2254688,79.9265625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,8800,6,5,0.13214418,0.09584416,0.078892015,0.156387061,2.93473196,15,4725.802026,1615.134888,101,0,0,101,329.640625,16.8884375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18306,5,2,0.11113097,0.09426728,0.08858401,0.156387061,2.93473196,4,2967.671655,2289.613831,174,1,0,175,639.1867188,12.0115625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18317,6,5,0.12551583,0.09044232,0.085213505,0.156387061,2.93473196,6,3238.515979,1739.185706,246,0,0,246,263.531875,10.16015625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6998,6,4,0.104357935,0.09535588,0.08319169,0.156387061,2.93473196,5,2130.251282,2653.499951,126,0,0,126,421.4432813,33.3253125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6999,6,2,0.11873491,0.09218341,0.08316249,0.156387061,2.93473196,21,2203.033362,2656.382397,278,0,0,278,556.325,84.2615625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7011,1,5,0.14097343,0.09786175,0.096460916,0.156387061,2.93473196,2,2133.378186,2689.396265,816,1,0,817,983.9095313,94.51203125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7022,2,4,0.10560077,0.096818306,0.09383759,0.156387061,2.93473196,2,2103.340149,2723.180029,515,0,0,516,447.9951563,56.49046875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,29198,4,8,0.104702294,0.104585566,0.089340664,0.156387061,2.93473196,5,3372.554919,1002.996368,346,0,0,346,315.5067188,67.8246875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12539,5,1,0.1000874,0.095804326,0.087343685,0.156387061,2.93473196,4,4223.735498,1793.02644,181,0,0,181,268.9957813,8.71515625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1675,5,1,0.16009979,0.108106166,0.098067045,0.156387061,2.93473196,6,3306.758984,1613.3745,506,0,0,506,602.4746875,21.5846875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12548,6,1,0.13378787,0.10084132,0.08589579,0.156387061,2.93473196,2,4234.110645,1804.141187,440,1,0,441,398.7296875,48.3171875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1689,6,5,0.1409956,0.09706479,0.0884991,0.156387061,2.93473196,6,3027.489783,1715.019952,367,0,0,367,456.8457813,94.60234375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1691,6,5,0.13286904,0.09373771,0.08735607,0.156387061,2.93473196,5,3245.152661,1706.950037,142,0,0,142,241.9020313,17.38515625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1710,6,4,0.104905255,0.09292085,0.08860946,0.156387061,2.93473196,6,3177.018811,1700.886523,285,0,0,285,196.5651563,57.1678125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12570,6,4,0.1427595,0.102195606,0.08798965,0.156387061,2.93473196,4,4264.935181,1924.718958,141,0,0,141,200.9453125,26.50671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7059,6,5,0.138494,0.10309095,0.092743866,0.156387061,2.93473196,2,2180.699072,2788.171411,174,0,0,174,560.7503125,56.12921875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1724,6,4,0.11530697,0.10312698,0.09769738,0.156387061,2.93473196,6,2688.261548,1707.286945,558,0,0,559,449.2595313,100.8790625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1734,5,2,0.09610617,0.09350861,0.089677066,0.156387061,2.93473196,1,2739.620764,1684.825238,192,0,0,193,169.4714063,52.15546875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7066,6,5,0.13399425,0.094163455,0.09008614,0.156387061,2.93473196,21,2244.079272,2778.590442,140,0,0,141,654.765625,30.20953125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12595,8,6,0.114813164,0.08619432,0.08104634,0.156387061,2.93473196,25,4282.215332,1733.729498,223,0,0,223,261.2289063,33.37046875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,3546,4,6,0.107259765,0.099820144,0.0840902,0.156387061,2.93473196,4,2434.68783,2452.264526,82,0,0,82,79.9265625,14.3596875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,36385,6,2,0.11835479,0.10497139,0.09016889,0.156387061,2.93473196,1,3412.156494,3142.987268,164,0,0,164,369.3329688,41.0921875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,8968,6,4,0.11478614,0.090135574,0.08649798,0.156387061,2.93473196,10,4654.075391,1592.675879,72,0,0,72,151.0928125,13.86296875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1779,6,4,0.14268623,0.097865835,0.087639056,0.156387061,2.93473196,23,2486.19563,1064.646582,191,0,0,191,292.3415625,37.16359375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1785,1,6,0.14769232,0.09017038,0.08900208,0.156387061,2.93473196,26,2480.264099,1166.148431,283,0,0,283,456.7103125,55.40671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1788,6,4,0.12467244,0.10134164,0.09862606,0.156387061,2.93473196,3,3290.572046,1223.959845,667,0,0,667,669.6220313,71.57265625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1793,6,4,0.13978417,0.09848001,0.083165504,0.156387061,2.93473196,3,2486.83728,1089.587109,326,0,0,326,702.8570313,55.49703125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,36447,6,5,0.16409928,0.09962885,0.09136908,0.156387061,2.93473196,1,3407.7521,3011.108191,224,0,0,224,336.9107813,20.3203125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1801,6,1,0.17975867,0.09887044,0.09482353,0.156387061,2.93473196,3,2470.112451,1034.903845,397,0,0,397,672.0604688,78.8428125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,20238,6,2,0.11271096,0.09018999,0.08445814,0.156387061,2.93473196,2,3229.178845,3044.470068,173,1,0,174,369.1523438,17.47546875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1813,5,1,0.12307068,0.095259726,0.089500606,0.156387061,2.93473196,10,2487.348193,1334.483398,404,0,0,404,545.3520313,23.48125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1815,6,4,0.13040705,0.09621538,0.08518405,0.156387061,2.93473196,23,2482.900427,1442.744366,218,0,0,218,311.6232813,43.2596875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7144,6,1,0.14115165,0.105319485,0.08165064,0.156387061,2.93473196,21,2324.872437,3011.215271,224,0,0,224,176.0190625,37.43453125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18461,6,1,0.12583138,0.09865863,0.088979945,0.156387061,2.93473196,4,2843.379907,1806.657153,201,0,0,201,271.7954688,13.23078125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1825,5,1,0.16001457,0.106523626,0.09300353,0.156387061,2.93473196,5,2472.782605,992.9955872,308,0,0,308,733.4729688,34.9509375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1826,4,6,0.11747785,0.08782385,0.07909453,0.156387061,2.93473196,10,3285.954944,1358.579736,411,0,0,411,337.1365625,78.7525,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34728,6,4,0.12893547,0.10120798,0.08911573,0.156387061,2.93473196,9,4014.184766,2860.082739,334,0,0,335,490.2614063,50.21375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1830,6,1,0.17380962,0.10322733,0.08932359,0.156387061,2.93473196,16,2481.81925,1396.46087,514,0,0,514,612.0026563,55.451875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12674,6,4,0.11856655,0.09898179,0.092487946,0.156387061,2.93473196,21,4171.606592,1939.763086,226,0,0,226,528.9151563,35.62828125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7170,6,2,0.09504279,0.084512636,0.08013267,0.156387061,2.93473196,17,2373.258313,3050.883459,182,0,0,182,120.9735938,21.9459375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1846,2,4,0.09389667,0.08429079,0.0841988,0.156387061,2.93473196,8,2470.834204,1418.203937,67,0,0,67,102.6401563,10.115,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,31195,6,4,0.11871965,0.09603513,0.085405044,0.156387061,2.93473196,9,4090.637451,2481.413135,97,0,0,97,170.9164063,16.48203125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,20285,6,2,0.12278898,0.10034683,0.08470498,0.156387061,2.93473196,1,3198.695886,2737.525024,157,0,0,157,472.9214063,25.829375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7191,6,4,0.103012614,0.09684183,0.086563,0.156387061,2.93473196,6,1677.33783,2642.486682,301,0,0,301,293.6510938,25.24234375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1859,6,4,0.1395965,0.106955834,0.08880681,0.156387061,2.93473196,3,3293.230579,1004.974756,645,0,0,646,849.66,84.75828125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,3641,6,1,0.15192357,0.117281616,0.08125814,0.156387061,2.93473196,4,2376.691931,2137.414648,373,1,0,374,372.4035938,35.3121875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7210,5,1,0.14041087,0.11212729,0.09016922,0.156387061,2.93473196,6,1727.822351,2693.162952,223,0,0,223,232.464375,5.3284375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,31211,6,5,0.1584309,0.09711803,0.09575995,0.156387061,2.93473196,2,3779.970752,2522.45614,221,0,0,221,290.9417188,21.17828125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7220,6,4,0.10707292,0.09218139,0.089213245,0.156387061,2.93473196,6,1822.800513,2672.236475,313,0,0,313,361.61125,8.3990625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1881,6,4,0.13560341,0.10116745,0.07679385,0.156387061,2.93473196,13,4968.660889,3022.609961,196,0,0,196,244.024375,36.7571875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,3662,6,2,0.11625273,0.09203251,0.08388302,0.156387061,2.93473196,16,2358.179114,1710.328455,322,0,0,322,349.0578125,14.13390625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,3663,5,1,0.14574099,0.09366461,0.093007125,0.156387061,2.93473196,6,2371.115466,1757.745007,334,0,0,335,684.2978125,121.4251563,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18548,2,6,0.0941891,0.08821189,0.08730796,0.156387061,2.93473196,4,2552.854431,2245.732373,183,0,0,183,284.30375,21.35890625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7229,6,4,0.10037673,0.094452284,0.08324064,0.156387061,2.93473196,6,1863.01095,2631.377332,155,0,0,155,235.4446875,18.1528125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7235,6,4,0.13373582,0.099259995,0.09281789,0.156387061,2.93473196,4,1887.900427,2679.502356,283,0,0,283,321.7382813,48.45265625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7236,6,2,0.09527656,0.09525845,0.094743915,0.156387061,2.93473196,2,1875.881311,2687.251135,436,0,0,436,511.9815625,43.30484375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,9123,1,5,0.11246861,0.0989397,0.09148223,0.156387061,2.93473196,1,4436.117627,1493.975024,617,0,0,617,767.295,46.6915625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7252,6,4,0.11553397,0.10343011,0.09390211,0.156387061,2.93473196,2,1851.16615,3173.295081,278,0,0,278,386.17625,42.6275,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,3690,6,1,0.12255962,0.09599324,0.08912265,0.156387061,2.93473196,5,2414.962268,2276.178186,220,0,0,220,248.0884375,46.91734375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7275,6,2,0.10923433,0.09544614,0.088575505,0.156387061,2.93473196,2,1786.784045,3267.531775,232,0,0,232,617.4665625,27.81625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,10943,4,6,0.13112016,0.09371512,0.09291273,0.156387061,2.93473196,1,3140.799805,798.558606,87,0,0,87,322.6865625,15.21765625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18620,2,5,0.09837716,0.09791245,0.0836786,0.156387061,2.93473196,2,2742.493665,2372.191248,50,0,0,50,263.3964063,6.5928125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1977,6,1,0.17718263,0.1003116,0.092102036,0.156387061,2.93473196,20,4138.179346,3254.503699,196,0,0,196,368.9717188,31.38359375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7291,5,1,0.13488962,0.101236925,0.09656908,0.156387061,2.93473196,5,1840.749707,3331.915332,165,0,0,165,291.2578125,6.321875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,3729,6,4,0.11443291,0.09941929,0.09130597,0.156387061,2.93473196,4,2378.61709,2015.674561,503,0,0,505,502.9051563,39.87296875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
